KIT ID,Текущий путь KIT,Текущая категория,Родитель KIT,Скрыта в меню,Дубль названия в KIT,Дубль полного пути,Предлагаемое название,Путь Ozon,Уровень Ozon,Ozon description_category_id,Ozon type_id,Тип совпадения,Оценка совпадения,Уверенность,Предлагаемое действие,Комментарий
01980d43-25c4-7194-953b-5ecbc16248b5,Категория 1-го уровня,Категория 1-го уровня,,Да,Нет,Нет,Кайт,Спорт и отдых > Водный спорт и отдых на воде > Кайт,type,,970739435,Нечёткое совпадение,67.9,Низкая,Проверить вручную,"Совпадение с типом товара Ozon, а не промежуточной категорией. Автоматическое переименование небезопасно."
019a5a68-bbcb-7704-9899-6892f99c801e,Не указана,Не указана,,Да,Нет,Нет,Не указана,,,,,Служебная категория,100.0,Служебная,Не менять,Служебная категория KIT; не приводить к Ozon автоматически.
019a5a68-e33f-7d12-ae77-60b69fce7493,Мебель,Мебель,,Нет,Нет,Нет,Мебель,Мебель,category,17027915,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e346-7b3b-9949-7fab5a71932d,Мебель > Комоды и тумбы,Комоды и тумбы,Мебель,Да,Нет,Нет,Комоды и тумбы,Мебель > Комоды и тумбы,category,80711064,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e34d-7d06-8002-92f3a4504010,Мебель > Комоды и тумбы > Комод,Комод,Комоды и тумбы,Нет,Нет,Нет,Комод,Мебель > Комоды и тумбы > Комод,type,,95086,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e354-71b1-b01a-f3c9700c36cd,Мебель > Компьютерные и офисные кресла,Компьютерные и офисные кресла,Мебель,Нет,Нет,Нет,Компьютерные и офисные кресла,Мебель > Компьютерные и офисные кресла,category,79164512,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e35a-769c-bbc2-a54b0f481466,Мебель > Компьютерные и офисные кресла > Офисное кресло,Офисное кресло,Компьютерные и офисные кресла,Нет,Нет,Нет,Офисное кресло,Мебель > Компьютерные и офисные кресла > Офисное кресло,type,,95041,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e360-7b41-87b6-7531587a6f09,"Мебель > Стулья, скамьи, табуреты, пуфики","Стулья, скамьи, табуреты, пуфики",Мебель,Нет,Нет,Нет,"Стулья, скамьи, табуреты, пуфики","Мебель > Стулья, скамьи, табуреты, пуфики",category,17027916,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e366-7ea7-b6b4-dac15e557fbc,"Мебель > Стулья, скамьи, табуреты, пуфики > Стул",Стул,"Стулья, скамьи, табуреты, пуфики",Нет,Да,Нет,Стул,"Мебель > Стулья, скамьи, табуреты, пуфики > Стул",type,,95048,Точное совпадение,100.0,Высокая,Оставить,"Название встречается в KIT несколько раз. Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e36d-725e-9e50-cdda9941ee01,Мебель > Шкафы,Шкафы,Мебель,Нет,Да,Нет,Шкафы,Мебель > Шкафы,category,17027919,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a68-e373-75f0-9fff-6773c9b14202,Мебель > Шкафы > Шкаф распашной,Шкаф распашной,Шкафы,Нет,Нет,Нет,Шкаф распашной,Мебель > Шкафы > Шкаф распашной,type,,95108,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e379-79e3-8c5c-9f919cf46d5e,Электроника,Электроника,,Нет,Нет,Нет,Электроника,Электроника,category,15621042,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e37f-7d7b-a0a4-30b66b3e41ee,Электроника > Кабели и переходники,Кабели и переходники,Электроника,Нет,Нет,Нет,Кабели и переходники,Электроника > Кабели и переходники,category,17028634,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e386-72d1-a4a7-fbf328107ccd,Электроника > Кабели и переходники > Кабель для мобильных устройств,Кабель для мобильных устройств,Кабели и переходники,Нет,Нет,Нет,Кабель для мобильных устройств,Электроника > Кабели и переходники > Кабель для мобильных устройств,type,,971081965,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e38c-7677-8737-ce223f83707b,Мебель > Полки и стеллажи,Полки и стеллажи,Мебель,Нет,Нет,Нет,Полки и стеллажи,Мебель > Полки и стеллажи,category,80731485,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e392-7a8e-9712-db0b1a011902,Мебель > Полки и стеллажи > Стеллаж,Стеллаж,Полки и стеллажи,Нет,Нет,Нет,Стеллаж,Мебель > Полки и стеллажи > Стеллаж,type,,95098,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e399-702d-bbb1-44653d012163,Аптека,Аптека,,Нет,Нет,Нет,Аптека,Аптека,category,52265716,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e39f-7449-b19c-a015a6f829e8,Аптека > Одежда медицинская,Одежда медицинская,Аптека,Нет,Нет,Нет,Одежда медицинская,Аптека > Одежда медицинская,category,200001546,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3a5-7793-8403-fbc032222800,Аптека > Одежда медицинская > Маска медицинская,Маска медицинская,Одежда медицинская,Нет,Нет,Нет,Маска медицинская,Аптека > Одежда медицинская > Маска медицинская,type,,97464,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3ab-7cf9-9b6d-3a2d5483558f,Мебель > Столы,Столы,Мебель,Нет,Да,Нет,Столы,Мебель > Столы,category,17027918,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a68-e3b2-70ea-8958-50cd2b5f4a35,Мебель > Столы > Стол обеденный,Стол обеденный,Столы,Нет,Нет,Нет,Стол обеденный,Мебель > Столы > Стол обеденный,type,,95015,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3b8-73cb-b0bf-9919ba200a26,Дом и сад,Дом и сад,,Нет,Нет,Нет,Дом и сад,Дом и сад,category,17027494,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3be-76c2-90d5-833f5bcebeb7,Дом и сад > Свечи и подсвечники,Свечи и подсвечники,Дом и сад,Нет,Нет,Нет,Свечи и подсвечники,Дом и сад > Свечи и подсвечники,category,17028739,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3c4-7936-ba2e-9ea536299280,Дом и сад > Свечи и подсвечники > Свеча,Свеча,Свечи и подсвечники,Нет,Нет,Нет,Свеча,Дом и сад > Свечи и подсвечники > Свеча,type,,95741,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3cb-7a2f-8dee-c31e6b8e5740,Мебель > Компьютерные и офисные кресла > Стул мастера,Стул мастера,Компьютерные и офисные кресла,Нет,Нет,Нет,Стул мастера,Мебель > Компьютерные и офисные кресла > Стул мастера,type,,970884997,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3d1-7f0a-85d8-fa65bffe17c8,"Мебель > Стулья, скамьи, табуреты, пуфики > Барный стул",Барный стул,"Стулья, скамьи, табуреты, пуфики",Нет,Нет,Нет,Барный стул,"Мебель > Стулья, скамьи, табуреты, пуфики > Барный стул",type,,95023,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3d8-739f-a506-7cabf6582ff7,Галантерея и аксессуары,Галантерея и аксессуары,,Нет,Нет,Нет,Галантерея и аксессуары,Галантерея и аксессуары,category,17027493,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3de-771b-b76b-25a536578cfd,Галантерея и аксессуары > Аксессуары,Аксессуары,Галантерея и аксессуары,Нет,Да,Нет,Аксессуары,Галантерея и аксессуары > Аксессуары,category,17027904,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a68-e3e4-7a5b-826d-094a3c8e11aa,Галантерея и аксессуары > Аксессуары > Рюкзак,Рюкзак,Аксессуары,Нет,Нет,Нет,Рюкзак,Галантерея и аксессуары > Аксессуары > Рюкзак,type,,115945533,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3ea-7db3-9b26-053117ac4a0f,Строительство и ремонт,Строительство и ремонт,,Нет,Нет,Нет,Строительство и ремонт,Строительство и ремонт,category,17027482,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3f1-7355-bc37-3d0ba7471438,Строительство и ремонт > Хранение и организация рабочего места,Хранение и организация рабочего места,Строительство и ремонт,Нет,Нет,Нет,Хранение и организация рабочего места,Строительство и ремонт > Хранение и организация рабочего места,category,88791474,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e3f7-7860-a271-dbfcc487dfa1,Строительство и ремонт > Хранение и организация рабочего места > Ящик для инструментов,Ящик для инструментов,Хранение и организация рабочего места,Нет,Нет,Нет,Ящик для инструментов,Строительство и ремонт > Хранение и организация рабочего места > Ящик для инструментов,type,,115947013,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e3fd-7f00-b989-df1b2903f448,Мебель > Столы > Компьютерный стол,Компьютерный стол,Столы,Нет,Нет,Нет,Компьютерный стол,Мебель > Столы > Компьютерный стол,type,,95005,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e404-750a-8666-2177ee1571ca,Мебель > Мебель для кухни,Мебель для кухни,Мебель,Нет,Да,Нет,Мебель для кухни,Мебель > Мебель для кухни,category,80771432,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a68-e40a-7a19-8c99-63e1b103198c,Мебель > Мебель для кухни > Кухонный гарнитур,Кухонный гарнитур,Мебель для кухни,Нет,Нет,Нет,Кухонный гарнитур,Мебель > Мебель для кухни > Кухонный гарнитур,type,,95089,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e411-7085-9b8e-5c7b4efa2d32,Мебель > Кровати,Кровати,Мебель,Нет,Да,Нет,Кровати,Мебель > Кровати,category,17027917,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a68-e417-74f0-b563-9205f7bbc038,Мебель > Кровати > Двуспальная кровать,Двуспальная кровать,Кровати,Нет,Нет,Нет,Двуспальная кровать,Мебель > Кровати > Двуспальная кровать,type,,94995,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e41d-7a13-b076-7cc56c5cebe3,Мебель > Кровати > Односпальная кровать,Односпальная кровать,Кровати,Нет,Нет,Нет,Односпальная кровать,Мебель > Кровати > Односпальная кровать,type,,970713329,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e423-7ed9-924d-679a59457a61,Мебель > Кровати > Двухъярусная кровать,Двухъярусная кровать,Кровати,Нет,Нет,Нет,Двухъярусная кровать,Мебель > Кровати > Двухъярусная кровать,type,,970615714,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e42a-7463-a9a0-15a3b9d720d3,Мебель > Кровати > Раскладушка,Раскладушка,Кровати,Нет,Нет,Нет,Раскладушка,Мебель > Кровати > Раскладушка,type,,94997,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e430-7872-a601-b439c1e7d5db,"Мебель > Стулья, скамьи, табуреты, пуфики > Пуф",Пуф,"Стулья, скамьи, табуреты, пуфики",Нет,Нет,Нет,Пуф,"Мебель > Стулья, скамьи, табуреты, пуфики > Пуф",type,,95044,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e436-7c3c-bb56-a529d60fbb5d,Мебель > Столы > Подстолье,Подстолье,Столы,Нет,Нет,Нет,Подстолье,Мебель > Столы > Подстолье,type,,95012,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e43d-7396-9b2b-9fc98453b1e8,Мебель > Садовая мебель,Садовая мебель,Мебель,Нет,Нет,Нет,Садовая мебель,Мебель > Садовая мебель,category,80443823,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e443-77a6-8afc-991adc5cba0d,Мебель > Садовая мебель > Скамья,Скамья,Садовая мебель,Нет,Да,Нет,Скамья,Мебель > Садовая мебель > Скамья,type,,613346845,Точное совпадение,100.0,Высокая,Оставить,"Название встречается в KIT несколько раз. Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e449-7b6f-a762-f555c6bb3b86,Мебель > Кровати > Каркас кровати,Каркас кровати,Кровати,Нет,Нет,Нет,Каркас кровати,Мебель > Кровати > Каркас кровати,type,,94992,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e44f-7ef7-a0bf-7f2942715eae,Мебель > Столы > Журнальный стол,Журнальный стол,Столы,Нет,Нет,Нет,Журнальный стол,Мебель > Столы > Журнальный стол,type,,95002,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a68-e456-73a1-afce-ca061ec75feb,Мебель > Комплекты мебели,Комплекты мебели,Мебель,Нет,Нет,Нет,Комплекты мебели,Мебель > Комплекты мебели,category,80770870,,Точное совпадение,100.0,Высокая,Оставить,
019a5a68-e45c-791d-aec4-78a84f5e82dd,Мебель > Комплекты мебели > Обеденная группа,Обеденная группа,Комплекты мебели,Нет,Нет,Нет,Обеденная группа,Мебель > Комплекты мебели > Обеденная группа,type,,95009,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a6e-8162-7d14-9c2f-561ba9846de4,Дом и сад > Инвентарь для дома,Инвентарь для дома,Дом и сад,Нет,Нет,Нет,Инвентарь для дома,Дом и сад > Инвентарь для дома,category,17028714,,Точное совпадение,100.0,Высокая,Оставить,
019a5a6e-8169-745e-a954-3333912a140c,Дом и сад > Инвентарь для дома > Урна уличная,Урна уличная,Инвентарь для дома,Нет,Нет,Нет,Урна уличная,Дом и сад > Инвентарь для дома > Урна уличная,type,,970855518,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a6e-816f-7de2-a750-569765b620de,Дом и сад > Инвентарь для дома > Корзина для бумаг,Корзина для бумаг,Инвентарь для дома,Нет,Нет,Нет,Аксессуар для хранения коллекций,Антиквариат и коллекционирование > Коллекционирование > Аксессуар для хранения коллекций,type,,93830,Нечёткое совпадение,75.2,Низкая,Проверить вручную,"Совпадение с типом товара Ozon, а не промежуточной категорией. Автоматическое переименование небезопасно."
019a5a6e-8176-7508-9a36-26da2903e002,Мебель > Диваны и кресла,Диваны и кресла,Мебель,Нет,Да,Нет,Диваны и кресла,Мебель > Диваны и кресла,category,80375615,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a6e-817c-7b36-a523-0e24417fc58a,Мебель > Диваны и кресла > Прямой диван,Прямой диван,Диваны и кресла,Нет,Нет,Нет,Прямой диван,Мебель > Диваны и кресла > Прямой диван,type,,95024,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f0a-7eb9-94b5-925a54c7b62c,Мебель > Комоды и тумбы > Обувница,Обувница,Комоды и тумбы,Нет,Нет,Нет,Обувница,Мебель > Комоды и тумбы > Обувница,type,,95103,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f11-7524-b870-568e79b4e23d,Мебель > Шкафы > Антресоль мебельная,Антресоль мебельная,Шкафы,Нет,Нет,Нет,Антресоль мебельная,Мебель > Шкафы > Антресоль мебельная,type,,971161297,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f1e-719e-84c5-d9e03d34fd12,Мебель > Матрасы,Матрасы,Мебель,Нет,Нет,Нет,Матрасы,Мебель > Матрасы,category,17027914,,Точное совпадение,100.0,Высокая,Оставить,
019a5a74-2f24-7615-b5ce-34b0f94265c4,Мебель > Матрасы > Матрас,Матрас,Матрасы,Нет,Да,Нет,Матрас,Мебель > Матрасы > Матрас,type,,115946522,Точное совпадение,100.0,Высокая,Оставить,"Название встречается в KIT несколько раз. Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f3f-73e2-a684-b51df80fcea3,Мебель > Комплекты мебели > Комплект мебели для прихожей,Комплект мебели для прихожей,Комплекты мебели,Нет,Нет,Нет,Комплект мебели для прихожей,Мебель > Комплекты мебели > Комплект мебели для прихожей,type,,95090,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f67-7f2e-9b8e-ee7dd87088a2,Мебель > Диваны и кресла > Кресло-качалка,Кресло-качалка,Диваны и кресла,Нет,Нет,Нет,Кресло-качалка,Мебель > Диваны и кресла > Кресло-качалка,type,,95035,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f6e-73e6-bacc-6cee627cdd0c,Мебель > Диваны и кресла > Кресло,Кресло,Диваны и кресла,Нет,Нет,Нет,Кресло,Мебель > Диваны и кресла > Кресло,type,,95030,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f74-773f-9f99-2f526e5ab9d8,Мебель > Столы > Консоль,Консоль,Столы,Нет,Нет,Нет,Консоль,Мебель > Столы > Консоль,type,,95006,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f7a-7b80-92c6-735bfd81841c,Мебель > Столы > Туалетный столик,Туалетный столик,Столы,Нет,Нет,Нет,Туалетный столик,Мебель > Столы > Туалетный столик,type,,95101,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a74-2f81-7467-ac2c-b4ba6b18aac2,Мебель > Комоды и тумбы > Тумба,Тумба,Комоды и тумбы,Нет,Нет,Нет,Тумба,Мебель > Комоды и тумбы > Тумба,type,,971162059,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a7a-3556-76a0-88e4-bde1d8bc7444,Мебель > Компьютерные и офисные кресла > Игровое компьютерное кресло,Игровое компьютерное кресло,Компьютерные и офисные кресла,Нет,Нет,Нет,Игровое компьютерное кресло,Мебель > Компьютерные и офисные кресла > Игровое компьютерное кресло,type,,95026,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a7a-355c-7c18-88b2-32e33b57247f,Мебель > Компьютерные и офисные кресла > Детское компьютерное кресло,Детское компьютерное кресло,Компьютерные и офисные кресла,Нет,Нет,Нет,Детское компьютерное кресло,Мебель > Компьютерные и офисные кресла > Детское компьютерное кресло,type,,970685072,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a7a-3589-7abd-a1b4-328823cb1aea,Мебель > Столы > Письменный стол,Письменный стол,Столы,Нет,Нет,Нет,Письменный стол,Мебель > Столы > Письменный стол,type,,504866270,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c98d-7a65-a4c8-d31ad1808e8c,Дом и сад > Зеркала,Зеркала,Дом и сад,Нет,Да,Нет,Зеркала,Дом и сад > Зеркала,category,17028712,,Точное совпадение,100.0,Высокая,Оставить,Название встречается в KIT несколько раз.
019a5a80-c995-7a8b-a883-45b7d79b43d0,Дом и сад > Зеркала > Зеркало интерьерное,Зеркало интерьерное,Зеркала,Нет,Нет,Нет,Зеркало интерьерное,Дом и сад > Зеркала > Зеркало интерьерное,type,,93366,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9a2-7786-b888-8974fc98c8e4,Мебель > Шкафы > Буфет,Буфет,Шкафы,Нет,Нет,Нет,Буфет,Мебель > Шкафы > Буфет,type,,95083,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9a8-7e11-9715-7c00a623df19,Мебель > Шкафы > Шкаф-купе,Шкаф-купе,Шкафы,Нет,Нет,Нет,Шкаф-купе,Мебель > Шкафы > Шкаф-купе,type,,970679785,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9bc-74f1-9f59-3f1d6aa08a5d,Дом и сад > Вешалки для одежды,Вешалки для одежды,Дом и сад,Нет,Нет,Нет,Вешалки для одежды,Дом и сад > Вешалки для одежды,category,17027908,,Точное совпадение,100.0,Высокая,Оставить,
019a5a80-c9c2-7a63-b31e-52a5a2a5b091,Дом и сад > Вешалки для одежды > Вешалка напольная,Вешалка напольная,Вешалки для одежды,Нет,Нет,Нет,Вешалка напольная,Дом и сад > Вешалки для одежды > Вешалка напольная,type,,93670,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9c9-70e0-934a-a52a3c691c22,Мебель > Шкафы > Вешалка настенная,Вешалка настенная,Шкафы,Нет,Нет,Нет,Вешалка настенная,Мебель > Шкафы > Вешалка настенная,type,,93671,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9dc-717d-8545-fd05a71f8e01,Дом и сад > Гладильные доски и сушилки,Гладильные доски и сушилки,Дом и сад,Нет,Нет,Нет,Гладильные доски и сушилки,Дом и сад > Гладильные доски и сушилки,category,17027909,,Точное совпадение,100.0,Высокая,Оставить,
019a5a80-c9e2-76f7-afac-d5653a6d8e95,Дом и сад > Гладильные доски и сушилки > Гладильная доска,Гладильная доска,Гладильные доски и сушилки,Нет,Нет,Нет,Гладильная доска,Дом и сад > Гладильные доски и сушилки > Гладильная доска,type,,93680,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a80-c9f5-7d42-b6a4-c8ee10fca7b9,Дом и сад > Ширмы,Ширмы,Дом и сад,Нет,Нет,Нет,Ширмы,Дом и сад > Ширмы,category,17028726,,Точное совпадение,100.0,Высокая,Оставить,
019a5a80-c9fc-7288-be78-df4126b2dbce,Дом и сад > Ширмы > Ширма,Ширма,Ширмы,Нет,Нет,Нет,Ширма,Дом и сад > Ширмы > Ширма,type,,96029,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a86-9121-7eab-a918-42b2d3abc0f7,Мебель > Комплекты мебели > Стенка для гостиной,Стенка для гостиной,Комплекты мебели,Нет,Нет,Нет,Стенка для гостиной,Мебель > Комплекты мебели > Стенка для гостиной,type,,95092,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a86-9187-7269-89c8-3dface2ba886,"Мебель > Стулья, скамьи, табуреты, пуфики > Табурет",Табурет,"Стулья, скамьи, табуреты, пуфики",Нет,Нет,Нет,Табурет,"Мебель > Стулья, скамьи, табуреты, пуфики > Табурет",type,,95053,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a86-91a0-77b2-ae64-a64459bbf4df,Дом и сад > Инвентарь для дома > Корзина для белья,Корзина для белья,Инвентарь для дома,Нет,Нет,Нет,Корзина для белья,Дом и сад > Инвентарь для дома > Корзина для белья,type,,95478,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a86-91b1-73ca-9efb-3aebe28b373a,Дом и сад > Товары для праздников,Товары для праздников,Дом и сад,Нет,Нет,Нет,Товары для праздников,Дом и сад > Товары для праздников,category,17028733,,Точное совпадение,100.0,Высокая,Оставить,
019a5a86-91b9-79e8-a08f-3e8d5d857cf2,Дом и сад > Товары для праздников > Декоративная корзинка,Декоративная корзинка,Товары для праздников,Нет,Нет,Нет,Декоративная корзинка,Дом и сад > Товары для праздников > Декоративная корзинка,type,,91958,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a8c-6318-75da-ab96-cecb74d10759,Канцелярские товары,Канцелярские товары,,Нет,Нет,Нет,Канцелярские товары,Канцелярские товары,category,17027492,,Точное совпадение,100.0,Высокая,Оставить,
019a5a8c-631e-7dca-9c89-eede6e585914,Канцелярские товары > Канцелярия,Канцелярия,Канцелярские товары,Нет,Нет,Нет,Канцелярия,Канцелярские товары > Канцелярия,category,17029021,,Точное совпадение,100.0,Высокая,Оставить,
019a5a8c-6325-75e1-8e02-668b3bc07ac6,Канцелярские товары > Канцелярия > Канцелярский набор,Канцелярский набор,Канцелярия,Нет,Нет,Нет,Канцелярский набор,Канцелярские товары > Канцелярия > Канцелярский набор,type,,93292,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a8c-635f-7541-8116-46a0d6cd4c69,Канцелярские товары > Демонстрационные доски и аксессуары,Демонстрационные доски и аксессуары,Канцелярские товары,Нет,Нет,Нет,Демонстрационные доски и аксессуары,Канцелярские товары > Демонстрационные доски и аксессуары,category,17029020,,Точное совпадение,100.0,Высокая,Оставить,
019a5a8c-6365-7c53-a6a9-6b494639950e,"Канцелярские товары > Демонстрационные доски и аксессуары > Доска для письма, рисования","Доска для письма, рисования",Демонстрационные доски и аксессуары,Нет,Нет,Нет,"Доска для письма, рисования","Канцелярские товары > Демонстрационные доски и аксессуары > Доска для письма, рисования",type,,94491,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a8c-6379-75a8-aff4-aee325101e16,Аптека > Аптечка,Аптечка,Аптека,Нет,Нет,Нет,Аптечка,Аптека > Аптечка,category,52619056,,Точное совпадение,100.0,Высокая,Оставить,
019a5a8c-637f-7deb-a7be-7c59a0c37691,Аптека > Аптечка > Аптечка медицинская,Аптечка медицинская,Аптечка,Нет,Нет,Нет,Аптечка медицинская,Аптека > Аптечка > Аптечка медицинская,type,,95568,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
019a5a8c-6386-7625-99df-027a9e856ca9,Канцелярские товары > Сейфы и архивные шкафы,Сейфы и архивные шкафы,Канцелярские товары,Нет,Нет,Нет,Сейфы и архивные шкафы,Канцелярские товары > Сейфы и архивные шкафы,category,93167672,,Точное совпадение,100.0,Высокая,Оставить,
019a5a8c-638d-70a4-8501-e665ef162a66,Канцелярские товары > Сейфы и архивные шкафы > Сейф,Сейф,Сейфы и архивные шкафы,Нет,Нет,Нет,Сейф,Канцелярские товары > Сейфы и архивные шкафы > Сейф,type,,98058,Точное совпадение,100.0,Высокая,Оставить,"Совпадение с типом товара Ozon, а не промежуточной категорией."
